Postcode,Suburb,ID_Domain,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,5thPercentileSoldPrice,25thPercentileSoldPrice,75thPercentileSoldPrice,95thPercentileSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
3806,Berwick,4297,1330000.0,17.0,3500000.0,697000.0,697000.0,930000.0,1770000.0,3500000.0,1300000.0,23.0,5500000.0,620000.0,6.0,6.0,,6.0,2500.0,350.0
3918,Bittern,4567,680000.0,74.0,2000000.0,490000.0,520000.0,610000.0,880000.0,1445000.0,620000.0,75.0,1800000.0,250000.0,3.0,2.0,450.0,23.0,625.0,330.0
3193,Black Rock,4627,1945000.0,63.0,5280000.0,860000.0,1050000.0,1515000.0,2765000.0,3858000.0,1850000.0,87.0,5000000.0,750000.0,38.0,25.0,800.0,83.0,2700.0,365.0
3130,Blackburn,4637,1160000.0,109.0,2160000.0,435000.0,720000.0,992000.0,1345000.0,1731000.0,1003000.0,136.0,2150000.0,105000.0,68.0,55.0,488.0,118.0,4170.0,149.0
3130,Blackburn North,4657,1160000.0,109.0,2160000.0,435000.0,720000.0,992000.0,1345000.0,1731000.0,1003000.0,136.0,2150000.0,105000.0,68.0,55.0,488.0,118.0,4170.0,149.0
3130,Blackburn South,4667,1160000.0,109.0,2160000.0,435000.0,720000.0,992000.0,1345000.0,1731000.0,1003000.0,136.0,2150000.0,105000.0,68.0,55.0,488.0,118.0,4170.0,149.0
3942,Blairgowrie,4717,1350000.0,209.0,9000000.0,135000.0,715000.0,975000.0,1740000.0,3125000.0,1220000.0,209.0,9700000.0,580000.0,35.0,28.0,490.0,49.0,1400.0,330.0
3196,Bonbeach,5007,972000.0,106.0,3800000.0,395000.0,570000.0,816000.0,1275000.0,1717000.0,925000.0,124.0,3900000.0,375000.0,33.0,24.0,520.0,107.0,1950.0,320.0
3155,Boronia,5327,715000.0,317.0,1940000.0,420000.0,525000.0,640000.0,796000.0,980000.0,670000.0,423.0,5686000.0,350000.0,107.0,67.0,410.0,336.0,650.0,290.0
3128,Box Hill,5477,1265000.0,103.0,2720000.0,718000.0,833000.0,1060000.0,1528000.0,1950000.0,1208000.0,141.0,4000000.0,660000.0,70.0,56.0,480.0,149.0,1150.0,165.0
3129,Box Hill North,5547,1378000.0,69.0,5600000.0,708000.0,750000.0,1151000.0,1651000.0,2450000.0,1380000.0,102.0,2600000.0,650000.0,42.0,33.0,598.0,92.0,1150.0,350.0
3128,Box Hill South,5567,1265000.0,103.0,2720000.0,718000.0,833000.0,1060000.0,1528000.0,1950000.0,1208000.0,141.0,4000000.0,660000.0,70.0,56.0,480.0,149.0,1150.0,165.0
3195,Braeside,5647,1530000.0,23.0,1950000.0,670000.0,800000.0,1282000.0,1700000.0,1810000.0,1415000.0,33.0,1900000.0,780000.0,3.0,1.0,690.0,24.0,1000.0,480.0
3019,Braybrook,5697,679000.0,140.0,1172000.0,375000.0,540000.0,606000.0,730000.0,850000.0,650000.0,173.0,1380000.0,280000.0,48.0,23.0,400.0,256.0,700.0,99.0
3088,Briar Hill,5807,960000.0,25.0,1390000.0,721000.0,722000.0,840000.0,1130000.0,1370000.0,899000.0,29.0,1300000.0,685000.0,5.0,3.0,,4.0,570.0,490.0
3186,Brighton,5957,2973000.0,308.0,12775000.0,100000.0,990000.0,2000000.0,3888000.0,6500000.0,3117000.0,418.0,22000000.0,290000.0,121.0,88.0,950.0,417.0,,350.0
3187,Brighton East,5997,2001000.0,241.0,5100000.0,100000.0,1125000.0,1660000.0,2430000.0,3503000.0,1800000.0,296.0,5200000.0,195000.0,107.0,78.0,790.0,299.0,2750.0,350.0
3047,Broadmeadows,6127,563000.0,32.0,725000.0,400000.0,415000.0,520000.0,600000.0,720000.0,550000.0,45.0,1400000.0,360000.0,11.0,6.0,350.0,83.0,475.0,260.0
3338,Brookfield,6207,430000.0,219.0,2820000.0,,305000.0,382000.0,487000.0,576000.0,450000.0,936.0,1199000.0,36000.0,19.0,8.0,320.0,325.0,450.0,250.0
3012,Brooklyn,6227,835000.0,151.0,1760000.0,346000.0,580000.0,690000.0,1030000.0,1305000.0,770000.0,183.0,1675000.0,96000.0,73.0,52.0,460.0,309.0,780.0,165.0
3056,Brunswick,6377,1100000.0,246.0,2950000.0,453000.0,669000.0,920000.0,1364000.0,1840000.0,993000.0,284.0,4000000.0,319000.0,175.0,140.0,585.0,798.0,,210.0
3057,Brunswick East,6427,1176000.0,87.0,2750000.0,400000.0,700000.0,959000.0,1530000.0,1868000.0,1100000.0,132.0,2500000.0,425000.0,63.0,46.0,600.0,378.0,1300.0,163.0
3055,Brunswick West,6447,966000.0,136.0,2400000.0,315000.0,500000.0,695000.0,1326000.0,1808000.0,900000.0,160.0,2500000.0,290000.0,87.0,65.0,550.0,340.0,2217.0,230.0
3428,Bulla,6657,,5.0,1085000.0,580000.0,,,,,,6.0,1200000.0,464000.0,2.0,2.0,,5.0,900.0,350.0
3105,Bulleen,6707,1159000.0,123.0,2368000.0,510000.0,775000.0,985000.0,1360000.0,1820000.0,1100000.0,173.0,3250000.0,490000.0,54.0,35.0,528.0,176.0,1100.0,150.0
3083,Bundoora,6877,753000.0,30.0,1056000.0,545000.0,546000.0,660000.0,818000.0,977000.0,650000.0,36.0,1100000.0,449000.0,18.0,14.0,390.0,105.0,600.0,120.0
3121,Burnley,7117,1328000.0,301.0,7435000.0,690000.0,840000.0,1100000.0,1750000.0,2700000.0,1320000.0,370.0,5900000.0,350000.0,182.0,133.0,650.0,1015.0,2500.0,275.0
3023,Burnside,7137,,,,,,,,,,1.0,,,,,,,,
3023,Burnside Heights,48297,,,,,,,,,,1.0,,,,,,,,
3125,Burwood,7237,1250000.0,141.0,3269000.0,701000.0,800000.0,1035000.0,1450000.0,1715000.0,1150000.0,244.0,6000000.0,585000.0,91.0,60.0,520.0,396.0,1500.0,165.0
3151,Burwood East,7327,1100000.0,102.0,1905000.0,220000.0,795000.0,970000.0,1230000.0,1470000.0,1000000.0,144.0,1598000.0,415000.0,53.0,41.0,460.0,219.0,830.0,175.0
3023,Cairnlea,7527,,,,,,,,,,1.0,,,,,,,,
3037,Calder Park,104257,755000.0,128.0,1210000.0,447000.0,490000.0,675000.0,860000.0,1025000.0,700000.0,163.0,1250000.0,400000.0,54.0,28.0,420.0,90.0,800.0,330.0
3124,Camberwell,7677,2030000.0,198.0,7400000.0,37000.0,900000.0,1560000.0,2700000.0,4500000.0,1943000.0,282.0,8000000.0,570000.0,104.0,76.0,725.0,301.0,2000.0,220.0
3061,Campbellfield,7717,580000.0,29.0,862000.0,393000.0,417000.0,522000.0,635000.0,750000.0,525000.0,45.0,1000000.0,76000.0,7.0,3.0,390.0,37.0,500.0,277.0
3126,Canterbury,7907,2828000.0,98.0,7950000.0,720000.0,1295000.0,2300000.0,3370000.0,4450000.0,2800000.0,130.0,35000000.0,735000.0,45.0,35.0,800.0,90.0,3100.0,400.0
3054,Carlton North,8247,1650000.0,27.0,4420000.0,975000.0,1000000.0,1243000.0,2600000.0,4210000.0,1725000.0,28.0,10500000.0,595000.0,16.0,14.0,650.0,58.0,1300.0,310.0
3053,Carlton,8217,1326000.0,37.0,4340000.0,425000.0,455000.0,980000.0,1615000.0,3276000.0,1000000.0,51.0,4000000.0,172000.0,22.0,13.0,600.0,387.0,2400.0,45.0
3163,Carnegie,8297,1208000.0,20.0,2480000.0,665000.0,665000.0,950000.0,1516000.0,2070000.0,1000000.0,29.0,3200000.0,260000.0,16.0,15.0,580.0,47.0,1200.0,240.0
3023,Caroline Springs,8327,,,,,,,,,,1.0,,,,,,,,
3197,Carrum,8497,1022000.0,106.0,3200000.0,540000.0,640000.0,795000.0,1300000.0,2200000.0,960000.0,139.0,3410000.0,115000.0,13.0,11.0,585.0,89.0,1600.0,350.0
3201,Carrum Downs,8507,590000.0,364.0,1370000.0,390000.0,448000.0,535000.0,648000.0,750000.0,550000.0,463.0,4200000.0,49000.0,13.0,9.0,400.0,266.0,1711.0,94.0
3162,Caulfield,8687,1653000.0,132.0,7250000.0,718000.0,1085000.0,1355000.0,1950000.0,2460000.0,1450000.0,159.0,7560000.0,560000.0,98.0,80.0,720.0,177.0,1500.0,350.0
3145,Caulfield East,8707,1870000.0,224.0,8700000.0,620000.0,939000.0,1450000.0,2500000.0,4200000.0,1650000.0,293.0,8000000.0,135000.0,124.0,101.0,600.0,420.0,2900.0,148.0
3161,Caulfield North,8747,1913000.0,120.0,6150000.0,847000.0,1150000.0,1450000.0,2745000.0,4410000.0,1750000.0,134.0,9000000.0,247000.0,75.0,62.0,690.0,198.0,3500.0,250.0
3162,Caulfield South,8787,1653000.0,132.0,7250000.0,718000.0,1085000.0,1355000.0,1950000.0,2460000.0,1450000.0,159.0,7560000.0,560000.0,98.0,80.0,720.0,177.0,1500.0,350.0
3148,Chadstone,8847,991000.0,91.0,1956000.0,654000.0,757000.0,908000.0,1150000.0,1535000.0,970000.0,128.0,3750000.0,650000.0,48.0,32.0,500.0,282.0,800.0,200.0
3196,Chelsea,8927,972000.0,106.0,3800000.0,395000.0,570000.0,816000.0,1275000.0,1717000.0,925000.0,124.0,3900000.0,375000.0,33.0,24.0,520.0,107.0,1950.0,320.0
3196,Chelsea Heights,8937,972000.0,106.0,3800000.0,395000.0,570000.0,816000.0,1275000.0,1717000.0,925000.0,124.0,3900000.0,375000.0,33.0,24.0,520.0,107.0,1950.0,320.0
3192,Cheltenham,8967,1050000.0,268.0,2401000.0,350000.0,630000.0,860000.0,1215000.0,1628000.0,980000.0,377.0,6958000.0,130000.0,178.0,125.0,543.0,392.0,975.0,245.0
3116,Chirnside Park,9137,800000.0,190.0,2600000.0,505000.0,610000.0,690000.0,950000.0,1340000.0,750000.0,225.0,2200000.0,460000.0,6.0,1.0,465.0,102.0,900.0,370.0
3169,Clarinda,9257,782000.0,103.0,1170000.0,427000.0,600000.0,735000.0,907000.0,1050000.0,790000.0,157.0,3780000.0,399000.0,56.0,33.0,455.0,343.0,780.0,250.0
3168,Clayton,9327,955000.0,14.0,1290000.0,420000.0,420000.0,850000.0,1038000.0,1290000.0,935000.0,19.0,1200000.0,100000.0,7.0,7.0,440.0,67.0,750.0,135.0
3169,Clayton South,9367,782000.0,103.0,1170000.0,427000.0,600000.0,735000.0,907000.0,1050000.0,790000.0,157.0,3780000.0,399000.0,56.0,33.0,455.0,343.0,780.0,250.0
3782,Clematis,9397,,6.0,1426000.0,850000.0,,,,,1150000.0,13.0,2900000.0,800000.0,,,,,,
3068,Clifton Hill,9437,1524000.0,137.0,4880000.0,490000.0,855000.0,1180000.0,1950000.0,3800000.0,1350000.0,146.0,4500000.0,170000.0,85.0,67.0,650.0,393.0,,200.0
3058,Coburg,9707,849000.0,111.0,1357000.0,20000.0,552000.0,700000.0,963000.0,1200000.0,755000.0,112.0,4300000.0,125000.0,64.0,52.0,460.0,200.0,2043.0,180.0
3058,Coburg North,9727,849000.0,111.0,1357000.0,20000.0,552000.0,700000.0,963000.0,1200000.0,755000.0,112.0,4300000.0,125000.0,64.0,52.0,460.0,200.0,2043.0,180.0
3030,Cocoroc,9797,748000.0,30.0,2314000.0,125000.0,545000.0,600000.0,820000.0,1775000.0,705000.0,58.0,1785000.0,137000.0,1.0,1.0,350.0,54.0,650.0,121.0
3770,Coldstream,9947,655000.0,27.0,1100000.0,510000.0,565000.0,638000.0,762000.0,850000.0,645000.0,32.0,1195000.0,530000.0,,,,7.0,520.0,355.0
3066,Collingwood,9987,1161000.0,36.0,2713000.0,715000.0,725000.0,935000.0,1445000.0,2200000.0,1050000.0,55.0,2600000.0,650000.0,31.0,17.0,620.0,220.0,,230.0
3048,Coolaroo,10107,538000.0,84.0,890000.0,384000.0,410000.0,475000.0,590000.0,670000.0,490000.0,167.0,895000.0,55000.0,37.0,20.0,370.0,198.0,510.0,275.0
3064,Craigieburn,10597,595000.0,227.0,900000.0,330000.0,450000.0,530000.0,660000.0,750000.0,560000.0,329.0,930000.0,335000.0,56.0,35.0,400.0,279.0,700.0,310.0
3977,Cranbourne,10627,650000.0,107.0,1700000.0,430000.0,520000.0,585000.0,725000.0,910000.0,600000.0,132.0,5000000.0,420000.0,2.0,2.0,450.0,57.0,610.0,311.0
3977,Cranbourne East,10647,650000.0,107.0,1700000.0,430000.0,520000.0,585000.0,725000.0,910000.0,600000.0,132.0,5000000.0,420000.0,2.0,2.0,450.0,57.0,610.0,311.0
3977,Cranbourne North,10657,650000.0,107.0,1700000.0,430000.0,520000.0,585000.0,725000.0,910000.0,600000.0,132.0,5000000.0,420000.0,2.0,2.0,450.0,57.0,610.0,311.0
3977,Cranbourne South,10677,650000.0,107.0,1700000.0,430000.0,520000.0,585000.0,725000.0,910000.0,600000.0,132.0,5000000.0,420000.0,2.0,2.0,450.0,57.0,610.0,311.0
3977,Cranbourne West,10687,650000.0,107.0,1700000.0,430000.0,520000.0,585000.0,725000.0,910000.0,600000.0,132.0,5000000.0,420000.0,2.0,2.0,450.0,57.0,610.0,311.0
3121,Cremorne,10737,1328000.0,301.0,7435000.0,690000.0,840000.0,1100000.0,1750000.0,2700000.0,1320000.0,370.0,5900000.0,350000.0,182.0,133.0,650.0,1015.0,2500.0,275.0
3919,Crib Point,10797,610000.0,58.0,1050000.0,332000.0,400000.0,502000.0,700000.0,955000.0,593000.0,70.0,1150000.0,310000.0,,,393.0,24.0,560.0,190.0
3136,Croydon,10867,760000.0,73.0,1800000.0,455000.0,580000.0,685000.0,880000.0,1173000.0,700000.0,84.0,1290000.0,460000.0,9.0,8.0,450.0,51.0,700.0,280.0
3136,Croydon Hills,10877,760000.0,73.0,1800000.0,455000.0,580000.0,685000.0,880000.0,1173000.0,700000.0,84.0,1290000.0,460000.0,9.0,8.0,450.0,51.0,700.0,280.0
3136,Croydon North,10887,760000.0,73.0,1800000.0,455000.0,580000.0,685000.0,880000.0,1173000.0,700000.0,84.0,1290000.0,460000.0,9.0,8.0,450.0,51.0,700.0,280.0
3136,Croydon South,10897,760000.0,73.0,1800000.0,455000.0,580000.0,685000.0,880000.0,1173000.0,700000.0,84.0,1290000.0,460000.0,9.0,8.0,450.0,51.0,700.0,280.0
3047,Dallas,11087,563000.0,32.0,725000.0,400000.0,415000.0,520000.0,600000.0,720000.0,550000.0,45.0,1400000.0,360000.0,11.0,6.0,350.0,83.0,475.0,260.0
3175,Dandenong,11157,,,,,,,,,,,,,,,,,,
3175,Dandenong North,11187,,,,,,,,,,,,,,,,,,
3175,Dandenong South,11207,,,,,,,,,,,,,,,,,,
3023,Deer Park,11507,,,,,,,,,,1.0,,,,,,,,
3037,Delahey,11547,755000.0,128.0,1210000.0,447000.0,490000.0,675000.0,860000.0,1025000.0,700000.0,163.0,1250000.0,400000.0,54.0,28.0,420.0,90.0,800.0,330.0
3026,Derrimut,161087,,,,,,,,,,,,,,,,,,
3089,Diamond Creek,11867,865000.0,149.0,1680000.0,510000.0,630000.0,756000.0,995000.0,1350000.0,800000.0,169.0,10200000.0,80000.0,33.0,25.0,480.0,79.0,990.0,350.0
3172,Dingley Village,11977,728000.0,83.0,1090000.0,382000.0,440000.0,630000.0,800000.0,865000.0,680000.0,105.0,1700000.0,324000.0,22.0,13.0,400.0,100.0,620.0,290.0
3008,Docklands,12117,1278000.0,12.0,3800000.0,340000.0,340000.0,621000.0,1450000.0,3800000.0,1250000.0,29.0,3990000.0,355000.0,6.0,1.0,550.0,73.0,1900.0,35.0
3108,Doncaster,12177,1258000.0,235.0,2480000.0,585000.0,749000.0,1024000.0,1450000.0,1925000.0,1160000.0,459.0,6500000.0,169000.0,115.0,66.0,550.0,467.0,1651.0,169.0
3109,Doncaster East,12227,1255000.0,323.0,3050000.0,610000.0,878000.0,1085000.0,1442000.0,1750000.0,1180000.0,507.0,6000000.0,25000.0,147.0,109.0,550.0,386.0,1100.0,260.0
3111,Donvale,12247,1300000.0,120.0,4000000.0,409000.0,770000.0,1110000.0,1630000.0,2412000.0,1250000.0,196.0,4095000.0,375000.0,45.0,30.0,520.0,114.0,1300.0,340.0
3754,Doreen,12307,600000.0,325.0,1900000.0,372000.0,470000.0,535000.0,687000.0,868000.0,559000.0,538.0,3750000.0,35000.0,99.0,61.0,390.0,516.0,2053.0,9.0
3177,Doveton,12367,565000.0,22.0,830000.0,345000.0,355000.0,500000.0,668000.0,750000.0,560000.0,40.0,830000.0,340000.0,2.0,2.0,375.0,22.0,1716.0,320.0
3936,Dromana,12437,865000.0,201.0,3250000.0,181000.0,593000.0,774000.0,1035000.0,1625000.0,870000.0,257.0,5500000.0,108000.0,23.0,14.0,550.0,116.0,1400.0,120.0
3084,Eaglemont,13037,1018000.0,70.0,2305000.0,617000.0,684000.0,880000.0,1200000.0,1530000.0,950000.0,72.0,5100000.0,550000.0,33.0,25.0,500.0,65.0,795.0,340.0
3002,East Melbourne,13127,2925000.0,32.0,7300000.0,294000.0,750000.0,1861000.0,3950000.0,6450000.0,2610000.0,38.0,10000000.0,280000.0,15.0,9.0,848.0,60.0,2345.0,290.0
3196,Edithvale,13457,972000.0,106.0,3800000.0,395000.0,570000.0,816000.0,1275000.0,1717000.0,925000.0,124.0,3900000.0,375000.0,33.0,24.0,520.0,107.0,1950.0,320.0
3185,Elsternwick,13627,1681000.0,10.0,5100000.0,763000.0,763000.0,861000.0,2400000.0,5100000.0,1375000.0,10.0,2500000.0,750000.0,4.0,3.0,550.0,25.0,1200.0,295.0
3095,Eltham,13677,1255000.0,43.0,2500000.0,760000.0,830000.0,910000.0,1720000.0,2100000.0,1270000.0,46.0,4800000.0,690000.0,8.0,7.0,575.0,11.0,777.0,440.0
3095,Eltham North,13687,1255000.0,43.0,2500000.0,760000.0,830000.0,910000.0,1720000.0,2100000.0,1270000.0,46.0,4800000.0,690000.0,8.0,7.0,575.0,11.0,777.0,440.0
3184,Elwood,13717,2050000.0,122.0,6820000.0,399000.0,1195000.0,1620000.0,2640000.0,3870000.0,2000000.0,165.0,9500000.0,280000.0,36.0,26.0,645.0,260.0,2500.0,11.0
3782,Emerald,13747,,6.0,1426000.0,850000.0,,,,,1150000.0,13.0,2900000.0,800000.0,,,,,,
3802,Endeavour Hills,13797,687000.0,278.0,1250000.0,300000.0,555000.0,635000.0,770000.0,905000.0,660000.0,392.0,2300000.0,450000.0,14.0,10.0,400.0,216.0,680.0,20.0
3076,Epping,13867,610000.0,294.0,1100000.0,375000.0,485000.0,555000.0,691000.0,840000.0,550000.0,501.0,2200000.0,314000.0,140.0,92.0,380.0,707.0,,7.0
3041,Essendon Fields,104277,912000.0,11.0,1421000.0,720000.0,720000.0,825000.0,1075000.0,1421000.0,,11.0,1150000.0,679000.0,7.0,5.0,475.0,10.0,615.0,380.0
3041,Essendon North,13977,912000.0,11.0,1421000.0,720000.0,720000.0,825000.0,1075000.0,1421000.0,,11.0,1150000.0,679000.0,7.0,5.0,475.0,10.0,615.0,380.0
3040,Essendon West,13997,1360000.0,223.0,4000000.0,283000.0,545000.0,1000000.0,1811000.0,2985000.0,1250000.0,295.0,7000000.0,280000.0,147.0,92.0,495.0,419.0,1250.0,230.0
3040,Essendon,13957,1360000.0,223.0,4000000.0,283000.0,545000.0,1000000.0,1811000.0,2985000.0,1250000.0,295.0,7000000.0,280000.0,147.0,92.0,495.0,419.0,1250.0,230.0
3177,Eumemmerring,14007,565000.0,22.0,830000.0,345000.0,355000.0,500000.0,668000.0,750000.0,560000.0,40.0,830000.0,340000.0,2.0,2.0,375.0,22.0,1716.0,320.0
3078,Fairfield,14197,1373000.0,67.0,3070000.0,663000.0,835000.0,1040000.0,1625000.0,2430000.0,1175000.0,68.0,2600000.0,419000.0,34.0,25.0,550.0,147.0,1100.0,245.0
3060,Fawkner,14297,715000.0,165.0,1085000.0,382000.0,500000.0,633000.0,785000.0,920000.0,680000.0,191.0,6500000.0,120000.0,85.0,63.0,400.0,265.0,600.0,11.0
3156,Ferntree Gully,14407,750000.0,54.0,2151000.0,521000.0,550000.0,701000.0,922000.0,1170000.0,720000.0,58.0,2300000.0,55000.0,16.0,13.0,433.0,16.0,550.0,310.0
3786,Ferny Creek,14457,940000.0,31.0,1500000.0,357000.0,545000.0,775000.0,1203000.0,1470000.0,880000.0,35.0,2419000.0,110000.0,,,,5.0,720.0,320.0
3065,Fitzroy,14527,1393000.0,104.0,4255000.0,475000.0,845000.0,1150000.0,1890000.0,3375000.0,1300000.0,107.0,3400000.0,200000.0,61.0,48.0,695.0,298.0,2800.0,250.0
